m c
3.7323373648558 0.6120088906980108
3.449075069817422 2.232561920861462
3.3634716335843793 2.4871673268601295
3.8241158698657114 -0.7350216800037792
3.6886010482419134 -0.9123696948281506
3.5965400895050332 -0.5853905081775892
3.4043932334513354 0.3155278069417182
3.6700198023905797 -0.80371926597034
3.7905788674501335 -0.7785758994691854
3.4160160908629815 2.137598187785345
3.736325983880095 -0.826416299410722
3.6599924662444665 0.7528955979122323
3.702726628772855 0.427134382234291
3.3066039291913913 0.9700407000939375
3.7764766899868163 -0.3929115817235971
3.7224525341100057 -0.8019938144591467
3.4736032277937645 1.841321404154714
3.5899498696119365 1.1866705569003937
3.263937553007867 2.639830969928145
3.4760518677888834 0.05914225612833768
3.7570489962132414 -0.6680605996451412
3.757337171033531 -0.23658444003702606
3.4327628967617656 2.0050983575306525
3.5390483018054617 -0.21357439753855623
3.176351114191957 2.199745556423821
3.6821833970501094 0.4951148463993462
3.7560692498914996 -0.5564820834956148
3.6387204618652476 0.8110577728672794
3.54414341554065 1.4048157671794428
3.347186369183364 0.7980458037735279
3.3431018617011414 0.8246796345257295
3.2330368815751136 2.609901305579971
3.18531463747993 2.532560386642775
3.5164737581616894 1.5466891604316437
3.421930062308662 0.37827800301057124
3.7486837926675665 -0.5242464854965565
3.229847052053936 2.59838653506446
3.7157240503035984 -0.6340294379733216
3.7420393298726133 -0.19587357946992157
3.697167796393144 -0.6229271170424902
3.742543135025314 -0.21625081888355524
3.534656468368433 -0.14459152422231902
3.2195976439594647 1.8096274501894545
3.2259388968878584 2.5549866383351656
3.468900747270431 1.7639024107797159
3.6540228762798153 -0.5257582080574625
3.3694588082977956 2.199697449297142
3.1913632173249624 2.2669275430681424
3.7083111759616743 0.16367264646329538
3.2054141259914286 2.0106646280225338
3.7378702252120504 -0.3646715640611049
3.272817297583131 2.4781435162550363
3.407132149403147 0.5075776416224578
3.6774590538290264 -0.5337402786796286
3.2986542161975008 1.1958430645866365
3.24849006063219 2.496658748267466
3.5254509475651448 1.4400193536634376
3.6622801141288592 -0.5009487653024696
3.557451315982218 1.250344955485831
3.6100766202860832 0.9153552000593042
3.3458665127098746 2.2506952127916424
3.503608734807668 1.5503716621610266
3.3028057191313214 2.378206251777968
3.207079913935585 2.3986583733370743
3.6865889187410694 0.31306347806151713
3.3238937223808067 1.038825224238824
3.722386036979281 -0.41783489793362705
3.7230232825664302 -0.15726440899464755
3.5072792820444647 0.034567818435917275
3.2680592596478797 2.4387588927462467
3.6977271792605064 0.1824332297192619
3.2457635625405197 2.457711075012252
3.654922581020463 -0.45707125142482674
3.3196391562338095 1.0790637473934304
3.406915427321198 0.5413361236251006
3.4840493402697708 1.634067866558098
3.6006429282164554 0.9522332886566218
3.210217835173075 2.3200578601248623
3.2237142196370847 1.9206527663404742
3.445479667617633 0.342633830664683
3.6289022733395897 -0.38706886635982585
3.2557793746496717 1.587204003144647
3.4694060507971356 1.6996524915008688
3.6769147851504336 0.35865109337245293
3.347762053158085 0.9087795685096864
3.3329838391772046 2.257330657687726
3.547973184666866 1.2718002320991708
3.655363022634553 -0.43059792213461634
3.2331765487647433 2.40372646447668
3.23422355675218 1.8265792877837868
3.7175285927086166 -0.2650071126316167
3.549874917944544 1.2538450322038326
3.214263224692515 2.2440329353510577
3.712109153248871 -0.08172030450951695
3.2261254556334293 2.377026016458835
3.667722720657926 -0.43432446234269406
3.5997130606892274 -0.2847113741519536
3.343530695466562 2.2085444657844207
3.634233519269788 -0.37569735889409195
3.6433956164338706 0.6141854472040205
3.7126021121954995 -0.138264858326135
3.3341032291932304 2.235361981932023
3.342071808152471 0.9647729575631399
3.227056455794513 1.9549385513969533
3.610938006712858 0.8491375310079246
3.6951012911164574 -0.41320327939553714
3.512785173050214 0.04877226574738458
3.688471736193047 -0.42188287556004234
3.2375385733161117 2.375184095985844
3.5126355623430565 1.451009297487163
3.2934979524133876 1.3135125402214385
3.6000766692560426 -0.2743608099573578
3.271721716270775 2.363335593891623
3.2468839943452537 2.3710198878859945
3.434136870246782 1.8363385365322955
3.7081206996583873 -0.2716318911310971
3.3274233211796 1.0798599493222873
3.238045957048468 1.848566508599136
3.46452731078762 0.2852033966019274
3.3970186619344234 1.990181896218182
3.283296234826862 2.3379270978791578
3.603817053094681 0.8793811532395335
3.7012873042980017 -0.017432574649017596
3.333409942315051 2.2126474812521497
3.69150233355524 -0.37188461897440206
3.340663273902354 0.9978454382327513
3.2289515109091154 2.27164448670006
3.227348867219608 2.2489088509181983
3.6945123340260126 -0.3528840702413305
3.475992640055452 1.6240233657772905
3.644960837794376 -0.3581331116817452
3.4169385973122965 0.5436961687207713
3.575514765658151 1.0554483520385354
3.5006421240513608 1.492075610742491
3.381591034243805 0.7481371505772323
3.4775254795373858 0.23630937898358972
3.477831827429487 1.6077659189579574
3.2448313731130733 1.8095406583093165
3.4908636383783396 0.1762197431396917
3.255971596044831 2.329807568809528
3.7023451203979048 -0.20988667592761345
3.2821506752965224 1.449365846011192
3.5994604763806852 0.8861253583877975
3.692927123490601 0.04603583924856025
3.5954197764328972 0.9121059166641761
3.3605740339664543 2.1039958998673747
3.3497128567383587 2.1392523175642353
3.660822418886846 -0.3487406098629471
3.670090368454861 0.3083027607950548
3.263525672143758 1.6375596457624617
3.2403950024925128 2.250568530005971
3.679746926662339 0.1852221789064643
3.252816139289326 2.285868395060378
3.2498556133332857 2.2784476520581176
3.259550601011444 1.6888405761287792
3.648884792058982 0.4897663174438769
3.6236030585453367 -0.27916137088311466
3.276701374226974 2.290991567437466
3.2360796897451576 2.179804258405916
3.5220505713611026 0.060149257264614064
3.5020000540812517 0.147590166164413
3.2494499652410234 1.813489346283541
3.655314901149036 -0.3234242144025128
3.6530009270093435 -0.3216278977509184
3.3986597482993415 1.9443922929846593
3.641718228713724 -0.3050162013225215
3.378552950251125 2.019884038971611
3.331664030288893 2.173134083839191
3.6050637494965585 0.8215819799779496
3.6669378549068554 0.3047457990817666
3.6499707122494556 -0.3094140698200416
3.273472476307389 2.276082811983148
3.5125825832848143 1.3937490318910246
3.298732686557488 2.2448319736220927
3.6706076905108738 -0.3029340331757808
3.4234484543778594 1.8307865413960585
3.6135745461021336 -0.23842727725909185
3.581213558445728 -0.14700701314850662
3.3400044606965036 2.1379255018428687
3.633806911596011 -0.27619045879037785
3.240933287591448 2.1353503451347517
3.5932636121888812 -0.1783338051215324
3.643916593024268 -0.28760639518471187
3.26210765763091 2.2547569149414493
3.4437047829839567 1.7343167825097048
3.4966822753065854 1.4710206541681323
3.6900697029151566 -0.1054778262122884
3.541847359414696 1.2167344854735695
3.6682938064508637 0.2640980784912976
3.5443503935847405 -0.009714621833335713
3.471165871765398 0.30799913361595266
3.2833792991057016 1.4992265155105784
3.441548157596688 0.4573970335272275
3.550950688091326 -0.033377007519968416
3.511723910334428 1.3862474886038392
3.335031062359035 2.14378129281865
3.4470804438279448 0.43237483907022245
3.6559695783931847 0.3801599292716631
3.273634645265577 2.2443362340239315
3.3302049878497915 1.138768157307668
3.245567215066055 1.988543556765677
3.3973465251617005 0.7098500720367991
3.2973695830552883 1.3967575886898604
3.246588269780611 2.0899763223417995
3.5066282983301256 1.401957068037138
3.284232834692202 2.2241519320426804
3.5987373365260074 0.8283244781843013
3.599597601077656 -0.17200130820348924
3.6630302616461448 -0.25254962415407434
3.3956024909653277 1.9200372358054612
3.2774223487633773 1.5870470701771495
3.6811802566932217 -0.1561722754474797
3.2522197222064158 2.144048161772531
3.3495355792909116 1.0209724260106832
3.6804590944168636 -0.15893018626741195
3.530967324002897 1.2582671322847876
3.2511776589424164 1.941662380844642
3.5070966100586283 1.3921634893577917
3.4482125482094945 1.688950494272433
3.656218467858799 0.34174535002984285
3.509667373549749 1.3759162813449137
3.636079791186744 -0.23525239425548428
3.6804251712869194 -0.12389923196536579
3.669532913655835 0.1808194878227951
3.478824407335619 1.5360710342685486
3.2515643320922156 1.9747611723286536
3.2571609926914324 1.856430247108678
3.65969472374087 0.2918287103554622
3.2556073577217766 1.890331251471924
3.6585303805002836 -0.22824400812404555
3.6504432581923876 0.3841879448801837
3.2522615804887876 2.015091737341198
3.5328066150645703 0.0677396541782187
3.252658356481677 1.9929209731881734
3.453772584733433 1.65309871884274
3.676957382435386 -0.12566797181720268
3.6050407130404456 -0.16465935841645774
3.369083545959468 0.9086779410811037
3.5589497813071453 -0.026118525251154878
3.5172688719309293 1.3213855920073492
3.6694607384975453 0.14535522545741308
3.576189381703125 0.9597019229910693
3.2927607010136195 2.1797485155418705
3.254277911953149 2.0211041314666733
3.465017309600296 1.5941510521143858
3.340706320025357 2.08445412613033
3.672339317335729 0.08695183107541915
3.676130265888377 -0.032420773426867555
3.3712198609547084 1.987394945552733
3.290870610763392 1.5001241781715997
3.6030446558239797 0.7662664750108164
3.4566783212389236 1.6300493770011606
3.67013617231641 0.1098580073953297
3.593776500443929 -0.12452917815157427
3.4908213507609953 0.2582847515564737
3.3958516552992464 1.8924447537211702
3.267733233325178 1.7569079375611185
3.5563692662500994 1.0799977547571515
3.45641088104445 1.6286642224678296
3.2817336333037423 1.5985283687105944
3.6457934069632856 -0.20368840073661865
3.4898781227490643 0.2651809830276406
3.6628863400336904 0.20664618466165052
3.33485967793417 1.1551534472494183
3.622116248287841 0.609527084751516
